County DEM_PCT DEM_NUM GOP_PCT GOP_NUM POP_PCT POP_NUM PRO_PCT PRO_NUM SOC_PCT SOC_NUM Margin_PCT Margin_NUM 
Vance	69.41	1019	30.18	443	0.41	6	0.00	0	0.00	0	39.24	576
Nash	68.69	1428	31.02	645	0.29	6	0.00	0	0.00	0	37.66	783
Wilson	68.63	1363	31.37	623	0.00	0	0.00	0	0.00	0	37.26	740
Gaston	68.01	1958	31.12	896	0.42	12	0.45	13	0.00	0	36.89	1062
Cleveland	67.52	2162	32.35	1036	0.12	4	0.00	0	0.00	0	35.17	1126
Beaufort	67.53	1803	32.47	867	0.00	0	0.00	0	0.00	0	35.06	936
Lenoir	67.25	1386	32.70	674	0.00	0	0.05	1	0.00	0	34.55	712
Person	66.57	942	33.43	473	0.00	0	0.00	0	0.00	0	33.14	469
Rowan	66.25	2424	33.21	1215	0.11	4	0.44	16	0.00	0	33.04	1209
Hyde	65.88	614	34.12	318	0.00	0	0.00	0	0.00	0	31.76	296
Onslow	62.02	828	33.78	451	4.19	56	0.00	0	0.00	0	28.24	377
Wayne	63.27	2060	35.69	1162	0.06	2	0.98	32	0.00	0	27.58	898
Duplin	61.68	1386	36.27	815	2.05	46	0.00	0	0.00	0	25.41	571
Johnston	62.35	2572	37.65	1553	0.00	0	0.00	0	0.00	0	24.70	1019
Columbus	62.29	1447	37.71	876	0.00	0	0.00	0	0.00	0	24.58	571
Bladen	61.39	927	36.95	558	1.66	25	0.00	0	0.00	0	24.44	369
Perquimans	61.68	610	38.22	378	0.00	0	0.10	1	0.00	0	23.46	232
Guilford	61.40	2763	38.13	1716	0.00	0	0.47	21	0.00	0	23.27	1047
Harnett	60.79	1169	37.60	723	1.30	25	0.31	6	0.00	0	23.19	446
Orange	60.69	900	37.63	558	1.69	25	0.00	0	0.00	0	23.06	342
Carteret	60.67	1012	39.33	656	0.00	0	0.00	0	0.00	0	21.34	356
Rockingham	59.88	1934	39.50	1276	0.59	19	0.00	0	0.03	1	20.37	658
Durham	59.52	1603	40.10	1080	0.00	0	0.37	10	0.00	0	19.42	523
Haywood	59.18	1631	40.82	1125	0.00	0	0.00	0	0.00	0	18.36	506
Cumberland	58.41	1594	41.37	1129	0.22	6	0.00	0	0.00	0	17.04	465
Rutherford	58.45	1860	41.55	1322	0.00	0	0.00	0	0.00	0	16.91	538
Iredell	57.83	2126	41.08	1510	1.09	40	0.00	0	0.00	0	16.76	616
Lincoln	56.65	1009	42.73	761	0.62	11	0.00	0	0.00	0	13.92	248
Pamlico	56.72	574	43.28	438	0.00	0	0.00	0	0.00	0	13.44	136
Randolph	56.07	2334	43.43	1808	0.00	0	0.50	21	0.00	0	12.64	526
Alleghany	56.28	699	43.72	543	0.00	0	0.00	0	0.00	0	12.56	156
Buncombe	54.88	3181	44.70	2591	0.00	0	0.00	0	0.41	24	10.18	590
Moore	54.25	1424	44.88	1178	0.69	18	0.19	5	0.00	0	9.37	246
Cabarrus	53.80	1509	44.71	1254	1.43	40	0.07	2	0.00	0	9.09	255
Dare	54.25	415	45.75	350	0.00	0	0.00	0	0.00	0	8.50	65
Yancey	53.97	1013	46.03	864	0.00	0	0.00	0	0.00	0	7.94	149
Brunswick	53.66	564	46.34	487	0.00	0	0.00	0	0.00	0	7.33	77
Catawba	48.57	1497	42.47	1309	7.62	235	1.33	41	0.00	0	6.10	188
Montgomery	52.20	937	47.80	858	0.00	0	0.00	0	0.00	0	4.40	79
Burke	51.90	1080	48.10	1001	0.00	0	0.00	0	0.00	0	3.80	79
Alamance	51.83	1907	48.11	1770	0.00	0	0.05	2	0.00	0	3.72	137
Jackson	51.47	1015	48.02	947	0.51	10	0.00	0	0.00	0	3.45	68
Transylvania	51.39	556	48.61	526	0.00	0	0.00	0	0.00	0	2.77	30
Washington	51.25	450	48.75	428	0.00	0	0.00	0	0.00	0	2.51	22
Chatham	51.05	1551	48.62	1477	0.30	9	0.03	1	0.00	0	2.44	74
Forsyth	49.93	2301	47.94	2209	0.00	0	0.00	0	2.13	98	2.00	92
Clay	50.37	336	48.73	325	0.00	0	0.90	6	0.00	0	1.65	11
Davidson	49.21	2017	50.11	2054	0.00	0	0.68	28	0.00	0	-0.90	-37
Stanly	48.67	1024	51.33	1080	0.00	0	0.00	0	0.00	0	-2.66	-56
Tyrrell	48.31	343	51.69	367	0.00	0	0.00	0	0.00	0	-3.38	-24
Macon	47.70	904	52.08	987	0.11	2	0.11	2	0.00	0	-4.38	-83
Graham	47.44	362	52.56	401	0.00	0	0.00	0	0.00	0	-5.11	-39
McDowell	46.65	836	51.95	931	0.45	8	0.95	17	0.00	0	-5.30	-95
Polk	47.06	497	52.94	559	0.00	0	0.00	0	0.00	0	-5.87	-62
Caldwell	44.47	1169	53.97	1419	0.46	12	1.10	29	0.00	0	-9.51	-250
Alexander	45.08	770	54.86	937	0.06	1	0.00	0	0.00	0	-9.78	-167
Ashe	42.99	1254	56.60	1651	0.00	0	0.41	12	0.00	0	-13.61	-397
Stokes	42.76	1104	57.24	1478	0.00	0	0.00	0	0.00	0	-14.48	-374
Surry	41.30	1741	58.70	2475	0.00	0	0.00	0	0.00	0	-17.41	-734
Davie	40.23	739	58.36	1072	0.33	6	1.09	20	0.00	0	-18.13	-333
Watauga	39.70	773	58.71	1143	0.10	2	1.49	29	0.00	0	-19.00	-370
Cherokee	40.35	663	59.65	980	0.00	0	0.00	0	0.00	0	-19.29	-317
Henderson	39.81	887	60.19	1341	0.00	0	0.00	0	0.00	0	-20.38	-454
Sampson	37.78	1079	62.22	1777	0.00	0	0.00	0	0.00	0	-24.44	-698
Swain	37.60	499	62.40	828	0.00	0	0.00	0	0.00	0	-24.79	-329
Wilkes	34.79	1318	65.21	2470	0.00	0	0.00	0	0.00	0	-30.41	-1152
Madison	33.66	994	66.34	1959	0.00	0	0.00	0	0.00	0	-32.68	-965
Yadkin	32.41	691	67.21	1433	0.09	2	0.28	6	0.00	0	-34.80	-742
Mitchell	22.77	408	77.23	1384	0.00	0	0.00	0	0.00	0	-54.46	-976
