County,DEM_NUM,DEM_PCT,GOP_NUM,GOP_PCT,OTH_NUM,OTH_PCT,Margin_NUM,Margin_PCT,Total_NUM
Callahan,2310,88.07,309,11.78,4,0.15,2001,76.29,2623
Cameron,6035,63.98,3370,35.73,28,0.30,2665,28.25,9433
Camp,1343,86.93,200,12.94,2,0.13,1143,73.98,1545
Carson,1636,81.80,362,18.10,2,0.10,1274,63.70,2000
Cass,3126,87.32,454,12.68,0,0.00,2672,74.64,3580
Castro,1000,81.57,224,18.27,2,0.16,776,63.30,1226
Chambers,1279,85.27,219,14.60,2,0.13,1060,70.67,1500
Cherokee,5293,86.71,801,13.12,10,0.16,4492,73.59,6104
Childress,2729,88.98,335,10.92,3,0.10,2394,78.06,3067
Clay,2357,84.48,427,15.30,6,0.22,1930,69.18,2790
Cochran,765,85.86,122,13.69,4,0.45,643,72.17,891
Coke,967,90.71,94,8.82,5,0.47,873,81.89,1066
Coleman,3257,87.48,454,12.19,12,0.32,2803,75.29,3723
Collin,7373,87.65,1028,12.22,11,0.13,6345,75.43,8412
Collingsworth,2034,86.70,307,13.09,5,0.21,1727,73.61,2346
Colorado,1674,58.86,1166,41.00,4,0.14,508,17.86,2844
Comal,851,31.45,1852,68.44,3,0.11,-1001,-36.99,2706
Comanche,3226,84.08,610,15.90,1,0.03,2616,68.18,3837
Concho,1310,87.33,189,12.60,1,0.07,1121,74.73,1500
Cooke,4483,76.59,1358,23.20,12,0.21,3125,53.39,5853
Coryell,3155,85.16,549,14.82,1,0.03,2606,70.34,3705
Cottle,1506,86.40,237,13.60,0,0.00,1269,72.81,1743
Crane,815,92.19,68,7.69,1,0.11,747,84.50,884
Crockett,420,76.09,132,23.91,0,0.00,288,52.17,552
Crosby,1720,85.91,276,13.79,6,0.30,1444,72.13,2002
Culberson,303,86.82,45,12.89,1,0.29,258,73.93,349
Dallam,1539,77.96,427,21.63,8,0.41,1112,56.33,1974
Dallas,49431,74.74,16574,25.06,131,0.20,32857,49.68,66136
Dawson,2808,88.47,361,11.37,5,0.16,2447,77.10,3174
Deaf_Smith,1219,74.01,423,25.68,5,0.30,796,48.33,1647
Delta,2214,92.10,190,7.90,0,0.00,2024,84.19,2404
Denton,6386,87.58,899,12.33,7,0.10,5487,75.25,7292
De_Witt,2056,54.23,1735,45.77,0,0.00,321,8.47,3791
Dickens,1728,87.32,246,12.43,5,0.25,1482,74.89,1979
Dimmit,736,68.21,340,31.51,3,0.28,396,36.70,1079
Donley,1619,87.85,213,11.56,11,0.60,1406,76.29,1843
Duval,3232,95.51,151,4.46,1,0.03,3081,91.05,3384
Eastland,5818,84.48,1063,15.43,6,0.09,4755,69.04,6887
Ector,2783,85.92,451,13.92,5,0.15,2332,72.00,3239
Edwards,565,76.35,175,23.65,0,0.00,390,52.70,740
Ellis,7881,91.87,692,8.07,5,0.06,7189,83.81,8578
El_Paso,12374,76.55,3764,23.28,27,0.17,8610,53.26,16165
Erath,3459,83.90,646,15.67,18,0.44,2813,68.23,4123
Falls,3949,80.46,958,19.52,1,0.02,2991,60.94,4908
Fannin,7478,90.36,792,9.57,6,0.07,6686,80.79,8276
Fayette,2606,51.58,2441,48.32,5,0.10,165,3.27,5052
Fisher,2260,91.61,199,8.07,8,0.32,2061,83.54,2467
Floyd,1880,79.29,484,20.41,7,0.30,1396,58.88,2371
Foard,997,87.53,142,12.47,0,0.00,855,75.07,1139
Fort_Bend,3101,80.57,748,19.43,0,0.00,2353,61.13,3849
Franklin,1621,89.76,183,10.13,2,0.11,1438,79.62,1806
Freestone,3514,87.85,481,12.03,5,0.13,3033,75.83,4000
Frio,1012,80.83,236,18.85,4,0.32,776,61.98,1252
Gaines,1509,88.30,197,11.53,3,0.18,1312,76.77,1709
Galveston,11161,81.87,2443,17.92,28,0.21,8718,63.95,13632
Garza,1073,83.96,198,15.49,7,0.55,875,68.47,1278
Gillespie,487,13.15,3213,86.74,4,0.11,-2726,-73.60,3704
Glasscock,268,86.17,41,13.18,2,0.64,227,72.99,311
Goliad,868,59.74,580,39.92,5,0.34,288,19.82,1453
Gonzales,3008,80.60,722,19.35,2,0.05,2286,61.25,3732
Gray,4315,77.89,1217,21.97,8,0.14,3098,55.92,5540
Grayson,12530,90.25,1340,9.65,14,0.10,11190,80.60,13884
Gregg,9391,85.45,1584,14.41,15,0.14,7807,71.04,10990
Grimes,2899,90.62,298,9.32,2,0.06,2601,81.31,3199
Guadalupe,2182,46.81,2473,53.06,6,0.13,-291,-6.24,4661
Hale,3405,78.76,906,20.96,12,0.28,2499,57.81,4323
Hall,2221,90.84,219,8.96,5,0.20,2002,81.88,2445
Hamilton,2263,77.45,655,22.42,4,0.14,1608,55.03,2922
Hansford,725,82.39,150,17.05,5,0.57,575,65.34,880
Hardeman,2453,87.14,362,12.86,0,0.00,2091,74.28,2815
Hardin,2997,92.93,226,7.01,2,0.06,2771,85.92,3225
Harris,73520,77.84,20797,22.02,136,0.14,52723,55.82,94453
Harrison,4515,86.89,681,13.11,0,0.00,3834,73.79,5196
Hartley,545,83.21,110,16.79,0,0.00,435,66.41,655
Haskell,2941,87.79,405,12.09,4,0.12,2536,75.70,3350
Hays,2371,83.84,453,16.02,4,0.14,1918,67.82,2828
Hemphill,868,83.62,170,16.38,0,0.00,698,67.24,1038
Henderson,4111,83.66,803,16.34,0,0.00,3308,67.32,4914
Hidalgo,7471,60.81,4787,38.97,27,0.22,2684,21.85,12285
Hill,6002,90.54,627,9.46,0,0.00,5375,81.08,6629
Hockley,2382,89.92,261,9.85,6,0.23,2121,80.07,2649
Hood,1318,88.75,166,11.18,1,0.07,1152,77.58,1485
Hopkins,4955,89.91,551,10.00,5,0.09,4404,79.91,5511
Houston,3579,88.24,474,11.69,3,0.07,3105,76.55,4056
Howard,4329,92.05,367,7.80,7,0.15,3962,84.24,4703
Hudspeth,426,88.57,54,11.23,1,0.21,372,77.34,481
Hunt,8156,90.18,877,9.70,11,0.12,7279,80.48,9044
Hutchinson,3019,73.12,1101,26.67,9,0.22,1918,46.45,4129
Irion,560,87.91,74,11.62,3,0.47,486,76.30,637
Jack,2046,86.99,305,12.97,1,0.04,1741,74.02,2352
Jackson,1506,83.48,296,16.41,2,0.11,1210,67.07,1804
Jasper,2236,91.04,220,8.96,0,0.00,2016,82.08,2456
Jeff_Davis,374,88.21,50,11.79,0,0.00,324,76.42,424
Jefferson,19694,80.09,4860,19.76,37,0.15,14834,60.32,24591
Jim_Hogg,810,89.01,100,10.99,0,0.00,710,78.02,910
Jim_Wells,2105,69.56,914,30.20,7,0.23,1191,39.36,3026
Johnson,5532,89.47,649,10.50,2,0.03,4883,78.97,6183
Jones,3688,90.08,401,9.79,5,0.12,3287,80.29,4094
Karnes,2010,76.08,631,23.88,1,0.04,1379,52.20,2642
Kaufman,5232,90.98,516,8.97,3,0.05,4716,82.00,5751
Kendall,421,24.14,1321,75.75,2,0.11,-900,-51.61,1744
Kenedy,38,35.85,68,64.15,0,0.00,-30,-28.30,106
Kent,712,89.90,79,9.97,1,0.13,633,79.92,792
Kerr,1634,59.29,1112,40.35,10,0.36,522,18.94,2756
Kimble,1117,83.61,219,16.39,0,0.00,898,67.22,1336
King,266,92.04,23,7.96,0,0.00,243,84.08,289
Kinney,418,72.44,156,27.04,3,0.52,262,45.41,577
Kleberg,1631,79.02,429,20.78,4,0.19,1202,58.24,2064
Knox,1699,87.04,253,12.96,0,0.00,1446,74.08,1952
Lamar,8038,91.29,761,8.64,6,0.07,7277,82.65,8805
Lamb,3259,86.15,513,13.56,11,0.29,2746,72.59,3783
Lampasas,2006,89.12,244,10.84,1,0.04,1762,78.28,2251
La_Salle,706,86.31,112,13.69,0,0.00,594,72.62,818
Lavaca,2419,63.06,1412,36.81,5,0.13,1007,26.25,3836
Lee,954,45.30,1150,54.61,2,0.09,-196,-9.31,2106
Leon,2349,90.31,252,9.69,0,0.00,2097,80.62,2601
Liberty,3458,87.19,497,12.53,11,0.28,2961,74.66,3966
Limestone,4784,89.50,559,10.46,2,0.04,4225,79.05,5345
Lipscomb,774,62.88,445,36.15,12,0.97,329,26.73,1231
Live_Oak,888,63.88,499,35.90,3,0.22,389,27.99,1390
Llano,1484,85.93,238,13.78,5,0.29,1246,72.15,1727
Loving,98,82.35,21,17.65,0,0.00,77,64.71,119
Lubbock,8113,86.19,1283,13.63,17,0.18,6830,72.56,9413
Lynn,2618,90.97,255,8.86,5,0.17,2363,82.11,2878
McCulloch,2373,84.27,443,15.73,0,0.00,1930,68.54,2816
McLennan,15952,87.82,2178,11.99,35,0.19,13774,75.83,18165
McMullen,336,81.36,77,18.64,0,0.00,259,62.71,413
Madison,1434,91.86,127,8.14,0,0.00,1307,83.73,1561
Marion,1253,88.24,167,11.76,0,0.00,1086,76.48,1420
Martin,1044,88.40,136,11.52,1,0.08,908,76.88,1181
Mason,1065,62.57,634,37.25,3,0.18,431,25.32,1702
Matagorda,2156,76.64,651,23.14,6,0.21,1505,53.50,2813
Maverick,875,83.73,166,15.89,4,0.38,709,67.85,1045
Medina,1749,54.17,1480,45.83,0,0.00,269,8.33,3229
Menard,1153,82.36,246,17.57,1,0.07,907,64.79,1400
Midland,1921,74.75,646,25.14,3,0.12,1275,49.61,2570
Milam,4083,78.38,1110,21.31,16,0.31,2973,57.07,5209
Mills,1658,85.20,287,14.75,1,0.05,1371,70.45,1946
Mitchell,2401,90.37,251,9.45,5,0.19,2150,80.92,2657
Montague,3352,86.21,530,13.63,6,0.15,2822,72.58,3888
Montgomery,3347,89.13,408,10.87,0,0.00,2939,78.27,3755
Moore,959,80.66,224,18.84,6,0.50,735,61.82,1189
Morris,1752,95.53,82,4.47,0,0.00,1670,91.06,1834
Motley,907,90.07,100,9.93,0,0.00,807,80.14,1007
Nacogdoches,4988,91.83,440,8.10,4,0.07,4548,83.73,5432
Navarro,7683,91.30,721,8.57,11,0.13,6962,82.73,8415
Newton,1940,91.68,174,8.22,2,0.09,1766,83.46,2116
Nolan,3314,87.35,471,12.41,9,0.24,2843,74.93,3794
Nueces,9740,75.84,3065,23.87,37,0.29,6675,51.98,12842
Ochiltree,1213,80.49,294,19.51,0,0.00,919,60.98,1507
Oldham,416,83.37,82,16.43,1,0.20,334,66.93,499
Orange,3011,89.19,358,10.60,7,0.21,2653,78.58,3376
Palo_Pinto,2571,83.20,510,16.50,9,0.29,2061,66.70,3090
Panola,2871,94.07,179,5.87,2,0.07,2692,88.20,3052
Parker,3687,86.69,558,13.12,8,0.19,3129,73.57,4253
Parmer,1062,74.01,370,25.78,3,0.21,692,48.22,1435
Pecos,1583,82.23,332,17.25,10,0.52,1251,64.99,1925
Polk,2642,90.42,280,9.58,0,0.00,2362,80.84,2922
Potter,7203,75.71,2285,24.02,26,0.27,4918,51.69,9514
Presidio,917,84.59,163,15.04,4,0.37,754,69.56,1084
Rains,1080,81.02,251,18.83,2,0.15,829,62.19,1333
Randall,1779,82.28,382,17.67,1,0.05,1397,64.62,2162
Reagan,520,85.39,88,14.45,1,0.16,432,70.94,609
Real,453,78.24,126,21.76,0,0.00,327,56.48,579
Red_River,3899,87.46,555,12.45,4,0.09,3344,75.01,4458
Reeves,1305,83.98,247,15.89,2,0.13,1058,68.08,1554
Refugio,1487,76.18,458,23.46,7,0.36,1029,52.72,1952
Roberts,408,87.55,55,11.80,3,0.64,353,75.75,466
Robertson,3191,94.80,175,5.20,0,0.00,3016,89.60,3366
Rockwall,1510,94.08,95,5.92,0,0.00,1415,88.16,1605
Runnels,3088,78.60,835,21.25,6,0.15,2253,57.34,3929
Rusk,7901,91.73,704,8.17,8,0.09,7197,83.56,8613
Sabine,1626,91.09,157,8.80,2,0.11,1469,82.30,1785
San_Augustine,1325,91.76,119,8.24,0,0.00,1206,83.52,1444
San_Jacinto,764,86.43,119,13.46,1,0.11,645,72.96,884
San_Patricio,2963,74.77,980,24.73,20,0.50,1983,50.04,3963
San_Saba,2304,91.14,221,8.74,3,0.12,2083,82.40,2528
Schleicher,601,83.70,117,16.30,0,0.00,484,67.41,718
Scurry,2303,89.16,280,10.84,0,0.00,2023,78.32,2583
Shackelford,1521,86.77,229,13.06,3,0.17,1292,73.70,1753
Shelby,4720,93.10,349,6.88,1,0.02,4371,86.21,5070
Sherman,528,86.13,82,13.38,3,0.49,446,72.76,613
Smith,9410,85.74,1557,14.19,8,0.07,7853,71.55,10975
Somervell,532,79.40,138,20.60,0,0.00,394,58.81,670
Starr,1200,94.64,68,5.36,0,0.00,1132,89.27,1268
Stephens,2750,85.32,471,14.61,2,0.06,2279,70.71,3223
Sterling,425,96.37,16,3.63,0,0.00,409,92.74,441
Stonewall,1172,88.25,156,11.75,0,0.00,1016,76.51,1328
Sutton,571,86.91,84,12.79,2,0.30,487,74.12,657
Swisher,1432,82.63,298,17.20,3,0.17,1134,65.44,1733
Tarrant,36062,82.73,7474,17.15,53,0.12,28588,65.59,43589
Taylor,7852,88.72,983,11.11,15,0.17,6869,77.62,8850
Terrell,417,75.82,133,24.18,0,0.00,284,51.64,550
Terry,2116,93.59,145,6.41,0,0.00,1971,87.17,2261
Throckmorton,995,87.82,138,12.18,0,0.00,857,75.64,1133
Titus,3686,93.53,255,6.47,0,0.00,3431,87.06,3941
Tom_Green,6433,85.81,1049,13.99,15,0.20,5384,71.82,7497
Travis,17300,84.38,3128,15.26,75,0.37,14172,69.12,20503
Trinity,1791,86.56,274,13.24,4,0.19,1517,73.32,2069
Tyler,1326,85.22,228,14.65,2,0.13,1098,70.57,1556
Upshur,3480,87.04,518,12.96,0,0.00,2962,74.09,3998
Upton,1062,74.16,370,25.84,0,0.00,692,48.32,1432
Uvalde,1871,76.90,556,22.85,6,0.25,1315,54.05,2433
Val_Verde,1628,72.45,616,27.41,3,0.13,1012,45.04,2247
Van_Zandt,4975,87.05,721,12.62,19,0.33,4254,74.44,5715
Victoria,2493,72.24,956,27.70,2,0.06,1537,44.54,3451
Walker,2158,90.82,218,9.18,0,0.00,1940,81.65,2376
Waller,1065,77.96,300,21.96,1,0.07,765,56.00,1366
Ward,1931,86.71,281,12.62,15,0.67,1650,74.09,2227
Washington,1449,43.68,1868,56.32,0,0.00,-419,-12.63,3317
Webb,4147,84.19,775,15.73,4,0.08,3372,68.45,4926
Wharton,3976,83.88,760,16.03,4,0.08,3216,67.85,4740
Wheeler,2600,83.23,517,16.55,7,0.22,2083,66.68,3124
Wichita,11672,84.05,2206,15.89,9,0.06,9466,68.16,13887
Wilbarger,3249,82.21,697,17.64,6,0.15,2552,64.57,3952
Willacy,1173,61.09,740,38.54,7,0.36,433,22.55,1920
Williamson,5944,77.49,1714,22.34,13,0.17,4230,55.14,7671
Wilson,2750,81.87,605,18.01,4,0.12,2145,63.86,3359
Winkler,1340,88.62,172,11.38,0,0.00,1168,77.25,1512
Wise,3751,88.24,498,11.71,2,0.05,3253,76.52,4251
Wood,3659,86.11,585,13.77,5,0.12,3074,72.35,4249
Yoakum,885,86.85,134,13.15,0,0.00,751,73.70,1019
Young,3712,88.49,478,11.39,5,0.12,3234,77.09,4195
Zapata,784,61.30,495,38.70,0,0.00,289,22.60,1279
Zavala,739,74.05,259,25.95,0,0.00,480,48.10,998
Totals,909974,80.93,212692,18.92,1771,0.16,697282,62.01,1124437
