County,GOP_NUM,GOP_PCT,DEM_NUM,DEM_PCT,OTH_NUM,OTH_PCT,Margin_NUM,Margin_PCT,Total_NUM
Fayette,4240,62.35,2557,37.60,3,0.04,1683,24.75,6800
Fisher,952,40.36,1405,59.56,2,0.08,-453,-19.20,2359
Floyd,2066,58.46,1463,41.40,5,0.14,603,17.06,3534
Foard,418,33.28,830,66.08,8,0.64,-412,-32.80,1256
Fort_Bend,3974,55.00,3241,44.85,11,0.15,733,10.14,7226
Franklin,564,29.33,1358,70.62,1,0.05,-794,-41.29,1923
Freestone,1707,37.02,2902,62.94,2,0.04,-1195,-25.92,4611
Frio,1011,50.52,983,49.13,7,0.35,28,1.40,2001
Gaines,1350,46.47,1540,53.01,15,0.52,-190,-6.54,2905
Galveston,15715,45.00,19058,54.58,147,0.42,-3343,-9.57,34920
Garza,742,48.15,797,51.72,2,0.13,-55,-3.57,1541
Gillespie,3687,92.29,300,7.51,8,0.20,3387,84.78,3995
Glasscock,235,54.40,197,45.60,0,0.00,38,8.80,432
Goliad,1065,70.16,452,29.78,1,0.07,613,40.38,1518
Gonzales,2249,46.71,2563,53.23,3,0.06,-314,-6.52,4815
Gray,5467,61.73,3367,38.02,23,0.26,2100,23.71,8857
Grayson,7736,42.52,10435,57.35,23,0.13,-2699,-14.83,18194
Gregg,10583,56.31,7969,42.40,242,1.29,2614,13.91,18794
Grimes,1557,53.32,1362,46.64,1,0.03,195,6.68,2920
Guadalupe,4396,65.22,2330,34.57,14,0.21,2066,30.65,6740
Hale,4858,59.06,3351,40.74,17,0.21,1507,18.32,8226
Hall,1253,41.78,1744,58.15,2,0.07,-491,-16.37,2999
Hamilton,2130,61.77,1313,38.08,5,0.15,817,23.69,3448
Hansford,1234,72.93,456,26.95,2,0.12,778,45.98,1692
Hardeman,1571,55.69,1242,44.03,8,0.28,329,11.66,2821
Hardin,1653,32.53,3423,67.36,6,0.12,-1770,-34.83,5082
Harris,146665,57.63,107604,42.28,228,0.09,39061,15.35,254497
Harrison,4708,51.01,4516,48.93,5,0.05,192,2.08,9229
Hartley,468,53.55,402,46.00,4,0.46,66,7.55,874
Haskell,1290,34.15,2481,65.69,6,0.16,-1191,-31.53,3777
Hays,2135,50.74,2070,49.19,3,0.07,65,1.54,4208
Hemphill,892,60.19,590,39.81,0,0.00,302,20.38,1482
Henderson,2534,36.33,4439,63.65,1,0.01,-1905,-27.32,6974
Hidalgo,15303,62.20,9251,37.60,48,0.20,6052,24.60,24602
Hill,3242,41.85,4504,58.14,1,0.01,-1262,-16.29,7747
Hockley,2651,47.17,2962,52.70,7,0.12,-311,-5.53,5620
Hood,780,36.52,1356,63.48,0,0.00,-576,-26.97,2136
Hopkins,2460,39.56,3750,60.31,8,0.13,-1290,-20.75,6218
Houston,2222,43.35,2900,56.57,4,0.08,-678,-13.23,5126
Howard,3412,41.60,4779,58.27,11,0.13,-1367,-16.67,8202
Hudspeth,355,57.07,262,42.12,5,0.80,93,14.95,622
Hunt,5614,53.06,4953,46.81,14,0.13,661,6.25,10581
Hutchinson,5369,51.30,5083,48.57,13,0.12,286,2.73,10465
Irion,268,48.73,282,51.27,0,0.00,-14,-2.55,550
Jack,1406,55.38,1130,44.51,3,0.12,276,10.87,2539
Jackson,2113,57.14,1584,42.83,1,0.03,529,14.31,3698
Jasper,1946,42.84,2595,57.12,2,0.04,-649,-14.29,4543
Jeff_Davis,306,62.58,183,37.42,0,0.00,123,25.15,489
Jefferson,25363,46.29,29384,53.63,48,0.09,-4021,-7.34,54795
Jim_Hogg,309,22.69,1053,77.31,0,0.00,-744,-54.63,1362
Jim_Wells,3592,48.94,3745,51.03,2,0.03,-153,-2.08,7339
Johnson,3985,46.97,4496,52.99,4,0.05,-511,-6.02,8485
Jones,2941,52.21,2680,47.58,12,0.21,261,4.63,5633
Karnes,2374,55.73,1884,44.23,2,0.05,490,11.50,4260
Kaufman,2964,44.05,3762,55.91,3,0.04,-798,-11.86,6729
Kendall,1786,82.53,370,17.10,8,0.37,1416,65.43,2164
Kenedy,108,88.52,14,11.48,0,0.00,94,77.05,122
Kent,259,32.95,526,66.92,1,0.13,-267,-33.97,786
Kerr,3683,73.24,1337,26.59,9,0.18,2346,46.65,5029
Kimble,1077,67.10,525,32.71,3,0.19,552,34.39,1605
King,66,25.88,189,74.12,0,0.00,-123,-48.24,255
Kinney,384,55.65,306,44.35,0,0.00,78,11.30,690
Kleberg,2037,38.94,3193,61.04,1,0.02,-1156,-22.10,5231
Knox,1033,39.88,1556,60.08,1,0.04,-523,-20.19,2590
Lamar,3929,41.56,5524,58.44,0,0.00,-1595,-16.87,9453
Lamb,2913,51.36,2748,48.45,11,0.19,165,2.91,5672
Lampasas,1478,55.21,1199,44.79,0,0.00,279,10.42,2677
La_Salle,565,40.88,816,59.04,1,0.07,-251,-18.16,1382
Lavaca,3599,56.58,2750,43.23,12,0.19,849,13.35,6361
Lee,1316,48.61,1389,51.31,2,0.07,-73,-2.70,2707
Leon,1266,40.66,1842,59.15,6,0.19,-576,-18.50,3114
Liberty,4106,53.01,3632,46.89,8,0.10,474,6.12,7746
Limestone,2485,37.50,4132,62.35,10,0.15,-1647,-24.85,6627
Lipscomb,1174,85.13,204,14.79,1,0.07,970,70.34,1379
Live_Oak,1443,71.22,573,28.28,10,0.49,870,42.94,2026
Llano,840,43.21,1102,56.69,2,0.10,-262,-13.48,1944
Loving,71,74.74,24,25.26,0,0.00,47,49.47,95
Lubbock,16137,57.95,11650,41.84,58,0.21,4487,16.11,27845
Lynn,1351,43.29,1762,56.46,8,0.26,-411,-13.17,3121
McCulloch,1788,52.28,1623,47.46,9,0.26,165,4.82,3420
McLennan,14974,46.39,17251,53.45,53,0.16,-2277,-7.05,32278
McMullen,290,64.88,156,34.90,1,0.22,134,29.98,447
Madison,692,37.53,1152,62.47,0,0.00,-460,-24.95,1844
Marion,877,47.43,970,52.46,2,0.11,-93,-5.03,1849
Martin,562,37.07,952,62.80,2,0.13,-390,-25.73,1516
Mason,1069,63.71,606,36.11,3,0.18,463,27.59,1678
Matagorda,4122,66.23,2101,33.76,1,0.02,2021,32.47,6224
Maverick,839,46.56,962,53.39,1,0.06,-123,-6.83,1802
Medina,3204,63.52,1840,36.48,0,0.00,1364,27.04,5044
Menard,843,67.87,399,32.13,0,0.00,444,35.75,1242
Midland,7956,71.04,3244,28.96,0,0.00,4712,42.07,11200
Milam,2539,43.94,3227,55.85,12,0.21,-688,-11.91,5778
Mills,1089,55.39,875,44.51,2,0.10,214,10.89,1966
Mitchell,1417,40.95,2031,58.70,12,0.35,-614,-17.75,3460
Montague,2367,43.97,3012,55.95,4,0.07,-645,-11.98,5383
Montgomery,2969,46.32,3432,53.54,9,0.14,-463,-7.22,6410
Moore,1909,47.31,2114,52.39,12,0.30,-205,-5.08,4035
Morris,890,34.06,1722,65.90,1,0.04,-832,-31.84,2613
Motley,675,56.72,513,43.11,2,0.17,162,13.61,1190
Nacogdoches,2891,44.84,3556,55.16,0,0.00,-665,-10.31,6447
Navarro,3592,29.10,8745,70.84,8,0.06,-5153,-41.74,12345
Newton,917,35.99,1630,63.97,1,0.04,-713,-27.98,2548
Nolan,2907,48.11,3123,51.68,13,0.22,-216,-3.57,6043
Nueces,19124,48.59,20156,51.21,79,0.20,-1032,-2.62,39359
Ochiltree,1755,80.39,426,19.51,2,0.09,1329,60.88,2183
Oldham,341,54.65,280,44.87,3,0.48,61,9.78,624
Orange,4491,41.15,6403,58.67,19,0.17,-1912,-17.52,10913
Palo_Pinto,3029,51.19,2876,48.61,12,0.20,153,2.59,5917
Panola,2080,41.75,2897,58.15,5,0.10,-817,-16.40,4982
Parker,3523,50.50,3434,49.23,19,0.27,89,1.28,6976
Parmer,1503,69.39,663,30.61,0,0.00,840,38.78,2166
Pecos,1573,59.36,1076,40.60,1,0.04,497,18.75,2650
Polk,1454,39.36,2238,60.58,2,0.05,-784,-21.22,3694
Potter,14931,61.62,9259,38.21,42,0.17,5672,23.41,24232
Presidio,770,55.36,621,44.64,0,0.00,149,10.71,1391
Rains,500,45.96,588,54.04,0,0.00,-88,-8.09,1088
Randall,4305,69.28,1905,30.66,4,0.06,2400,38.62,6214
Reagan,533,53.62,460,46.28,1,0.10,73,7.34,994
Real,450,59.76,303,40.24,0,0.00,147,19.52,753
Red_River,1964,36.04,3484,63.93,2,0.04,-1520,-27.89,5450
Reeves,1727,55.39,1385,44.42,6,0.19,342,10.97,3118
Refugio,1427,50.39,1401,49.47,4,0.14,26,0.92,2832
Roberts,379,80.64,91,19.36,0,0.00,288,61.28,470
Robertson,1378,34.39,2626,65.54,3,0.07,-1248,-31.15,4007
Rockwall,602,33.73,1175,65.83,8,0.45,-573,-32.10,1785
Runnels,2622,58.53,1853,41.36,5,0.11,769,17.17,4480
Rusk,5634,49.68,5694,50.21,12,0.11,-60,-0.53,11340
Sabine,729,31.67,1573,68.33,0,0.00,-844,-36.66,2302
San_Augustine,730,34.94,1359,65.06,0,0.00,-629,-30.11,2089
San_Jacinto,494,32.06,1043,67.68,4,0.26,-549,-35.63,1541
San_Patricio,3220,49.24,3315,50.69,5,0.08,-95,-1.45,6540
San_Saba,900,33.92,1752,66.04,1,0.04,-852,-32.11,2653
Schleicher,628,59.87,421,40.13,0,0.00,207,19.73,1049
Scurry,2620,51.37,2480,48.63,0,0.00,140,2.75,5100
Shackelford,1057,57.54,776,42.24,4,0.22,281,15.30,1837
Shelby,1792,29.63,4249,70.27,6,0.10,-2457,-40.63,6047
Sherman,669,67.71,317,32.09,2,0.20,352,35.63,988
Smith,10947,56.40,8450,43.53,13,0.07,2497,12.86,19410
Somervell,494,51.84,450,47.22,9,0.94,44,4.62,953
Starr,620,16.87,3055,83.13,0,0.00,-2435,-66.26,3675
Stephens,2272,60.64,1471,39.26,4,0.11,801,21.38,3747
Sterling,277,63.68,158,36.32,0,0.00,119,27.36,435
Stonewall,319,27.57,836,72.26,2,0.17,-517,-44.68,1157
Sutton,581,62.34,351,37.66,0,0.00,230,24.68,932
Swisher,1843,63.07,1074,36.76,5,0.17,769,26.32,2922
Tarrant,63680,57.97,45968,41.85,194,0.18,17712,16.12,109842
Taylor,10260,56.22,7936,43.48,55,0.30,2324,12.73,18251
Terrell,426,59.00,295,40.86,1,0.14,131,18.14,722
Terry,1823,46.37,2105,53.55,3,0.08,-282,-7.17,3931
Throckmorton,586,44.60,728,55.40,0,0.00,-142,-10.81,1314
Titus,1887,37.51,3142,62.45,2,0.04,-1255,-24.95,5031
Tom_Green,9698,62.49,5797,37.35,24,0.15,3901,25.14,15519
Travis,20850,52.06,19155,47.83,46,0.11,1695,4.23,40051
Trinity,958,35.71,1725,64.29,0,0.00,-767,-28.59,2683
Tyler,1466,52.92,1304,47.08,0,0.00,162,5.85,2770
Upshur,2391,43.98,3040,55.91,6,0.11,-649,-11.94,5437
Upton,940,52.43,850,47.41,3,0.17,90,5.02,1793
Uvalde,2805,69.36,1230,30.42,9,0.22,1575,38.95,4044
Val_Verde,1725,51.14,1647,48.83,1,0.03,78,2.31,3373
Van_Zandt,2279,36.74,3911,63.05,13,0.21,-1632,-26.31,6203
Victoria,4306,57.89,3128,42.05,4,0.05,1178,15.84,7438
Walker,1897,47.71,2078,52.26,1,0.03,-181,-4.55,3976
Waller,1487,54.01,1264,45.91,2,0.07,223,8.10,2753
Ward,1994,51.98,1840,47.97,2,0.05,154,4.01,3836
Washington,3519,72.17,1354,27.77,3,0.06,2165,44.40,4876
Webb,2784,30.95,6208,69.01,4,0.04,-3424,-38.06,8996
Wharton,5232,56.51,4022,43.44,5,0.05,1210,13.07,9259
Wheeler,1645,51.37,1551,48.44,6,0.19,94,2.94,3202
Wichita,12197,47.40,13505,52.49,29,0.11,-1308,-5.08,25731
Wilbarger,3019,53.28,2646,46.70,1,0.02,373,6.58,5666
Willacy,2244,62.79,1324,37.05,6,0.17,920,25.74,3574
Williamson,3646,42.09,5010,57.83,7,0.08,-1364,-15.75,8663
Wilson,1823,45.40,2187,54.47,5,0.12,-364,-9.07,4015
Winkler,1550,50.59,1508,49.22,6,0.20,42,1.37,3064
Wise,2309,42.49,3121,57.43,4,0.07,-812,-14.94,5434
Wood,2748,47.54,3026,52.35,6,0.10,-278,-4.81,5780
Yoakum,858,49.51,873,50.38,2,0.12,-15,-0.87,1733
Young,2649,51.02,2536,48.84,7,0.13,113,2.18,5192
Zapata,526,46.02,616,53.89,1,0.09,-90,-7.87,1143
Zavala,1043,60.53,677,39.29,3,0.17,366,21.24,1723
Totals,1102878,53.13,969228,46.69,3840,0.18,133650,6.44,2075946
