County,GOP_NUM,GOP_PCT,DEM_NUM,DEM_PCT,IND_NUM,IND_PCT,OTH_NUM,OTH_PCT,Margin_NUM,Margin_PCT,Total_NUM
Kenedy,69,39.66,87,50.00,18,10.34,0,0.00,-18,-10.34,174
Kent,175,28.69,271,44.43,163,26.72,1,0.16,-96,-15.74,610
Kerr,8787,53.72,3707,22.66,3790,23.17,74,0.45,4997,30.55,16358
Kimble,790,48.98,467,28.95,354,21.95,2,0.12,323,20.02,1613
King,79,41.80,54,28.57,56,29.63,0,0.00,23,12.17,189
Kinney,634,41.20,598,38.86,299,19.43,8,0.52,36,2.34,1539
Kleberg,3897,36.89,5109,48.36,1470,13.92,88,0.83,-1212,-11.47,10564
Knox,521,28.71,854,47.05,438,24.13,2,0.11,-333,-18.35,1815
Lamar,5778,35.57,6328,38.96,4093,25.20,44,0.27,-550,-3.39,16243
Lamb,2998,55.01,1737,31.87,709,13.01,6,0.11,1261,23.14,5450
Lampasas,2233,43.07,1508,29.08,1432,27.62,12,0.23,725,13.98,5185
La_Salle,586,25.27,1522,65.63,211,9.10,0,0.00,-936,-40.36,2319
Lavaca,3362,43.24,2700,34.72,1696,21.81,18,0.23,662,8.51,7776
Lee,2108,41.68,1847,36.52,1088,21.51,15,0.30,261,5.16,5058
Leon,2212,40.16,2042,37.07,1251,22.71,3,0.05,170,3.09,5508
Liberty,6959,37.95,7036,38.37,4311,23.51,33,0.18,-77,-0.42,18339
Limestone,2358,33.40,3188,45.16,1505,21.32,9,0.13,-830,-11.76,7060
Lipscomb,839,57.74,338,23.26,270,18.58,6,0.41,501,34.48,1453
Live_Oak,1805,45.52,1345,33.92,806,20.33,9,0.23,460,11.60,3965
Llano,3056,41.96,2409,33.08,1799,24.70,19,0.26,647,8.88,7283
Loving,31,32.29,20,20.83,45,46.88,0,0.00,-14,-14.58,96
Lubbock,48847,58.95,22240,26.84,11618,14.02,153,0.18,26607,32.11,82858
Lynn,1233,50.78,902,37.15,291,11.99,2,0.08,331,13.63,2428
McCulloch,1108,31.74,1393,39.90,986,28.24,4,0.11,-285,-8.16,3491
McLennan,28473,40.67,25903,37.00,15505,22.14,135,0.19,2570,3.67,70016
McMullen,274,61.85,78,17.61,89,20.09,2,0.45,185,41.76,443
Madison,1544,39.76,1553,39.99,778,20.04,8,0.21,-9,-0.23,3883
Marion,1245,29.03,2156,50.28,882,20.57,5,0.12,-911,-21.25,4288
Martin,986,49.60,641,32.24,356,17.91,5,0.25,345,17.35,1988
Mason,776,45.06,570,33.10,364,21.14,12,0.70,206,11.96,1722
Matagorda,5328,40.47,4759,36.15,3045,23.13,33,0.25,569,4.32,13165
Maverick,2002,27.28,4540,61.86,771,10.51,26,0.35,-2538,-34.58,7339
Medina,4912,45.54,3650,33.84,2167,20.09,56,0.52,1262,11.70,10785
Menard,354,27.72,553,43.30,367,28.74,3,0.23,186,14.57,1277
Midland,24143,58.39,9160,22.15,7880,19.06,164,0.40,14983,36.24,41347
Milam,2414,32.32,3542,47.43,1495,20.02,17,0.23,-1128,-15.10,7468
Mills,702,35.28,753,37.84,530,26.63,5,0.25,-51,-2.56,1990
Mitchell,1128,36.47,1353,43.74,604,19.53,8,0.26,-225,-7.27,3093
Montague,2304,30.61,2885,38.33,2330,30.96,7,0.09,555,7.37,7526
Montgomery,39976,51.28,18551,23.80,19203,24.63,228,0.29,20773,26.65,77958
Moore,3147,57.24,1361,24.75,976,17.75,14,0.25,1786,32.48,5498
Morris,1400,25.14,3028,54.37,1138,20.43,3,0.05,-1628,-29.23,5569
Motley,446,54.46,256,31.26,117,14.29,0,0.00,190,23.20,819
Nacogdoches,9864,45.58,6937,32.05,4803,22.19,39,0.18,2927,13.52,21643
Navarro,4897,33.27,6006,40.80,3800,25.81,18,0.12,-1109,-7.53,14721
Newton,1212,22.00,3249,58.99,1032,18.74,15,0.27,-2037,-36.98,5508
Nolan,1993,33.48,2490,41.83,1455,24.45,14,0.24,-497,-8.35,5952
Nueces,36781,36.49,46317,45.95,17374,17.24,319,0.32,-9536,-9.46,100791
Ochiltree,2419,68.06,557,15.67,576,16.21,2,0.06,1843,51.86,3554
Oldham,583,59.07,225,22.80,177,17.93,2,0.20,358,36.27,987
Orange,9793,30.14,15305,47.11,7321,22.53,71,0.22,-5512,-16.97,32490
Palo_Pinto,2852,30.75,3392,36.57,3010,32.45,21,0.23,382,4.12,9275
Panola,3473,37.22,3950,42.33,1906,20.42,3,0.03,-477,-5.11,9332
Parker,10321,37.54,7934,28.86,9148,33.27,91,0.33,1173,4.27,27494
Parmer,1829,60.30,637,21.00,564,18.60,3,0.10,1192,39.30,3033
Pecos,1836,40.59,1778,39.31,895,19.79,14,0.31,58,1.28,4523
Polk,5390,37.81,5942,41.69,2884,20.23,38,0.27,-552,-3.87,14254
Potter,13510,48.64,9527,34.30,4655,16.76,83,0.30,3983,14.34,27775
Presidio,400,21.15,1189,62.88,290,15.34,12,0.63,-789,-41.72,1891
Rains,975,32.69,1108,37.14,890,29.84,10,0.34,-133,-4.46,2983
Randall,24971,61.60,9119,22.50,6340,15.64,107,0.26,15852,39.11,40537
Reagan,651,52.08,337,26.96,259,20.72,3,0.24,314,25.12,1250
Real,787,47.99,463,28.23,386,23.54,4,0.24,324,19.76,1640
Red_River,1735,30.68,2686,47.50,1228,21.72,6,0.11,-951,-16.82,5655
Reeves,1244,27.30,2569,56.37,734,16.11,10,0.22,-1325,-29.08,4557
Refugio,1469,39.36,1531,41.02,716,19.19,16,0.43,-62,-1.66,3732
Roberts,391,63.37,126,20.42,99,16.05,1,0.16,265,42.95,617
Robertson,1707,30.46,2927,52.23,963,17.18,7,0.12,-1220,-21.77,5604
Rockwall,6427,48.44,2397,18.06,4393,33.11,52,0.39,2034,15.33,13269
Runnels,1653,38.09,1401,32.28,1279,29.47,7,0.16,252,5.81,4340
Rusk,7560,45.61,5391,32.53,3575,21.57,48,0.29,2169,13.09,16574
Sabine,1490,31.85,2288,48.91,894,19.11,6,0.13,-798,-17.06,4678
San_Augustine,1243,34.06,1737,47.60,667,18.28,2,0.05,-494,-13.54,3649
San_Jacinto,2494,35.57,2846,40.59,1653,23.58,18,0.26,-352,-5.02,7011
San_Patricio,7456,39.48,8202,43.43,3178,16.83,51,0.27,-746,-3.95,18887
San_Saba,723,34.38,716,34.05,660,31.38,4,0.19,7,0.33,2103
Schleicher,452,36.72,420,34.12,355,28.84,4,0.32,32,2.60,1231
Scurry,2670,43.62,1609,26.29,1826,29.83,16,0.26,844,13.79,6121
Shackelford,623,40.64,484,31.57,422,27.53,4,0.26,139,9.07,1533
Shelby,3217,36.96,3986,45.79,1487,17.08,15,0.17,-769,-8.83,8705
Sherman,851,62.16,261,19.07,256,18.70,1,0.07,590,43.10,1369
Smith,27753,47.03,17514,29.68,13569,23.00,170,0.29,10239,17.35,59006
Somervell,872,33.96,782,30.45,903,35.16,11,0.43,-31,-1.21,2568
Starr,1209,13.05,7668,82.80,345,3.73,39,0.42,-6459,-69.74,9261
Stephens,1573,41.88,1115,29.69,1062,28.27,6,0.16,458,12.19,3756
Sterling,322,50.79,127,20.03,182,28.71,3,0.47,140,22.08,634
Stonewall,242,21.51,561,49.87,322,28.62,0,0.00,239,21.24,1125
Sutton,687,42.99,524,32.79,387,24.22,0,0.00,163,10.20,1598
Swisher,989,33.54,1413,47.91,541,18.35,6,0.20,-424,-14.38,2949
Tarrant,183387,38.90,156230,33.14,129998,27.58,1781,0.38,27157,5.76,471396
Taylor,22614,49.75,12382,27.24,10331,22.73,127,0.28,10232,22.51,45454
Terrell,176,27.89,325,51.51,128,20.29,2,0.32,-149,-23.61,631
Terry,2309,52.54,1461,33.24,619,14.08,6,0.14,848,19.29,4395
Throckmorton,389,38.21,401,39.39,228,22.40,0,0.00,-12,-1.18,1018
Titus,3024,34.32,3625,41.15,2146,24.36,15,0.17,-601,-6.82,8810
Tom_Green,14989,40.80,11437,31.13,10244,27.88,69,0.19,3552,9.67,36739
Travis,88105,31.89,130546,47.26,56158,20.33,1426,0.52,-42441,-15.36,276235
Trinity,1988,33.64,2784,47.11,1133,19.17,4,0.07,-796,-13.47,5909
Tyler,2357,32.02,3465,47.08,1529,20.77,9,0.12,-1108,-15.05,7360
Upshur,4511,36.95,4776,39.12,2896,23.72,25,0.20,-265,-2.17,12208
Upton,908,51.71,489,27.85,313,17.82,46,2.62,419,23.86,1756
Uvalde,3635,42.55,3482,40.76,1387,16.24,39,0.46,153,1.79,8543
Val_Verde,4102,37.30,4748,43.18,2093,19.03,53,0.48,-646,-5.87,10996
Van_Zandt,5810,35.44,5310,32.39,5239,31.95,37,0.23,500,3.05,16396
Victoria,13086,50.26,7604,29.20,5136,19.73,211,0.81,5482,21.05,26037
Walker,6662,41.84,5619,35.29,3619,22.73,24,0.15,1043,6.55,15924
Waller,3065,33.84,4270,47.14,1692,18.68,31,0.34,-1205,-13.30,9058
Ward,1769,40.00,1695,38.33,948,21.44,10,0.23,74,1.67,4422
Washington,5817,53.60,3283,30.25,1738,16.01,15,0.14,2534,23.35,10853
Webb,7789,31.32,14509,58.35,2517,10.12,51,0.21,-6720,-27.02,24866
Wharton,5503,43.00,4643,36.28,2624,20.50,27,0.21,860,6.72,12797
Wheeler,1458,52.69,938,33.90,367,13.26,4,0.14,520,18.79,2767
Wichita,17956,38.53,17021,36.52,11478,24.63,153,0.33,935,2.01,46608
Wilbarger,1959,36.69,1924,36.03,1453,27.21,4,0.07,35,0.66,5340
Willacy,1490,27.04,3359,60.96,652,11.83,9,0.16,-1869,-33.92,5510
Williamson,26208,42.79,19437,31.73,15415,25.17,194,0.32,6771,11.05,61254
Wilson,3766,39.13,3711,38.56,2105,21.87,43,0.45,55,0.57,9625
Winkler,1173,43.41,942,34.86,582,21.54,5,0.19,231,8.55,2702
Wise,4555,33.57,4478,33.00,4485,33.06,50,0.37,70,0.52,13568
Wood,4708,38.22,4084,33.15,3494,28.36,32,0.26,624,5.07,12318
Yoakum,1486,57.71,595,23.11,484,18.80,10,0.39,891,34.60,2575
Young,2894,37.71,2464,32.10,2302,29.99,15,0.20,430,5.60,7675
Zapata,866,26.65,2052,63.16,326,10.03,5,0.15,-1186,-36.50,3249
Zavala,571,14.76,3058,79.06,237,6.13,2,0.05,-2487,-64.30,3868
Totals,2496071,40.56,2281815,37.08,1354781,22.01,21351,0.35,214256,3.48,6154018
