County,GOP_NUM,GOP_PCT,DEM_NUM,DEM_PCT,OTH_NUM,OTH_PCT,Margin_NUM,Margin_PCT,Total_NUM
Ector,31228,77.41,8913,22.09,201,0.50,22315,55.31,40342
Edwards,626,79.64,159,20.23,1,0.13,467,59.41,786
Ellis,16873,67.56,8029,32.15,72,0.29,8844,35.41,24974
El_Paso,66114,55.83,51917,43.84,399,0.34,14197,11.99,118430
Erath,6122,65.16,3234,34.42,39,0.42,2888,30.74,9395
Falls,3133,52.34,2834,47.34,19,0.32,299,4.99,5986
Fannin,4692,51.53,4399,48.31,15,0.16,293,3.22,9106
Fayette,5711,70.40,2379,29.33,22,0.27,3332,41.07,8112
Fisher,965,40.94,1384,58.72,8,0.34,-419,-17.78,2357
Floyd,2092,66.75,1023,32.64,19,0.61,1069,34.11,3134
Foard,472,51.03,448,48.43,5,0.54,24,2.59,925
Fort_Bend,41370,68.71,18729,31.11,110,0.18,22641,37.60,60209
Franklin,1836,62.28,1104,37.45,8,0.27,732,24.83,2948
Freestone,3624,59.20,2489,40.66,9,0.15,1135,18.54,6122
Frio,2003,42.90,2656,56.89,10,0.21,-653,-13.99,4669
Gaines,2714,76.82,797,22.56,22,0.62,1917,54.26,3533
Galveston,40262,52.40,36092,46.97,482,0.63,4170,5.43,76836
Garza,1219,69.66,521,29.77,10,0.57,698,39.89,1750
Gillespie,5496,82.63,1137,17.10,18,0.27,4359,65.54,6651
Glasscock,403,75.19,128,23.88,5,0.93,275,51.31,536
Goliad,1540,64.79,836,35.17,1,0.04,704,29.62,2377
Gonzales,3962,64.19,2196,35.58,14,0.23,1766,28.61,6172
Gray,8955,81.50,2003,18.23,30,0.27,6952,63.27,10988
Grayson,22554,65.47,11803,34.26,93,0.27,10751,31.21,34450
Gregg,29697,73.07,10700,26.33,246,0.61,18997,46.74,40643
Grimes,3365,58.50,2370,41.20,17,0.30,995,17.30,5752
Guadalupe,14382,73.80,5060,25.96,46,0.24,9322,47.83,19488
Hale,7670,70.43,3202,29.40,19,0.17,4468,41.02,10891
Hall,1058,51.74,984,48.12,3,0.15,74,3.62,2045
Hamilton,2118,65.01,1130,34.68,10,0.31,988,30.33,3258
Hansford,2213,89.38,259,10.46,4,0.16,1954,78.92,2476
Hardeman,1238,56.97,927,42.66,8,0.37,311,14.31,2173
Hardin,8380,55.11,6782,44.60,44,0.29,1598,10.51,15206
Harris,536029,61.46,334135,38.31,2003,0.23,201894,23.15,872167
Harrison,12618,61.52,7773,37.90,118,0.58,4845,23.62,20509
Hartley,1419,79.45,356,19.93,11,0.62,1063,59.52,1786
Haskell,1701,53.98,1434,45.51,16,0.51,267,8.47,3151
Hays,12467,64.98,6663,34.73,57,0.30,5804,30.25,19187
Hemphill,1650,79.83,413,19.98,4,0.19,1237,59.85,2067
Henderson,12725,63.38,7302,36.37,49,0.24,5423,27.01,20076
Hidalgo,35059,44.14,44147,55.58,226,0.28,-9088,-11.44,79432
Hill,5344,60.80,3420,38.91,26,0.30,1924,21.89,8790
Hockley,5462,72.39,2044,27.09,39,0.52,3418,45.30,7545
Hood,6817,68.71,3063,30.87,41,0.41,3754,37.84,9921
Hopkins,5772,60.80,3707,39.05,14,0.15,2065,21.75,9493
Houston,4542,57.98,3275,41.80,17,0.22,1267,16.17,7834
Howard,7519,64.31,4115,35.20,57,0.49,3404,29.12,11691
Hudspeth,557,60.35,362,39.22,4,0.43,195,21.13,923
Hunt,14303,67.08,6971,32.69,48,0.23,7332,34.39,21322
Hutchinson,9078,81.26,2052,18.37,41,0.37,7026,62.89,11171
Irion,619,75.30,199,24.21,4,0.49,420,51.09,822
Jack,1825,65.67,945,34.01,9,0.32,880,31.67,2779
Jackson,3661,66.83,1804,32.93,13,0.24,1857,33.90,5478
Jasper,5965,50.64,5787,49.13,27,0.23,178,1.51,11779
Jeff_Davis,511,62.70,299,36.69,5,0.61,212,26.01,815
Jefferson,45124,45.03,54846,54.73,245,0.24,-9722,-9.70,100215
Jim_Hogg,608,26.29,1703,73.63,2,0.09,-1095,-47.34,2313
Jim_Wells,5896,42.99,7795,56.84,24,0.17,-1899,-13.85,13715
Johnson,18254,66.44,9148,33.30,72,0.26,9106,33.14,27474
Jones,4017,62.93,2343,36.71,23,0.36,1674,26.23,6383
Karnes,3068,62.84,1802,36.91,12,0.25,1266,25.93,4882
Kaufman,9343,62.55,5554,37.18,41,0.27,3789,25.36,14938
Kendall,4568,82.72,938,16.99,16,0.29,3630,65.74,5522
Kenedy,96,46.38,110,53.14,1,0.48,-14,-6.76,207
Kent,332,56.46,253,43.03,3,0.51,79,13.44,588
Kerr,11829,79.00,3102,20.72,43,0.29,8727,58.28,14974
Kimble,1333,74.72,442,24.78,9,0.50,891,49.94,1784
King,141,72.68,53,27.32,0,0.00,88,45.36,194
Kinney,774,61.28,486,38.48,3,0.24,288,22.80,1263
Kleberg,5712,53.48,4924,46.10,45,0.42,788,7.38,10681
Knox,1027,52.61,921,47.18,4,0.20,106,5.43,1952
Lamar,9273,62.57,5504,37.14,43,0.29,3769,25.43,14820
Lamb,3892,66.78,1919,32.93,17,0.29,1973,33.85,5828
Lampasas,3285,70.60,1356,29.14,12,0.26,1929,41.46,4653
La_Salle,1007,40.06,1504,59.82,3,0.12,-497,-19.77,2514
Lavaca,5058,67.15,2464,32.71,10,0.13,2594,34.44,7532
Lee,2967,64.05,1659,35.82,6,0.13,1308,28.24,4632
Leon,3207,63.66,1821,36.15,10,0.20,1386,27.51,5038
Liberty,10504,62.28,6292,37.31,70,0.42,4212,24.97,16866
Limestone,4063,55.62,3228,44.19,14,0.19,835,11.43,7305
Lipscomb,1461,85.54,241,14.11,6,0.35,1220,71.43,1708
Live_Oak,2481,66.00,1260,33.52,18,0.48,1221,32.48,3759
Llano,4042,67.89,1894,31.81,18,0.30,2148,36.08,5954
Loving,57,78.08,16,21.92,0,0.00,41,56.16,73
Lubbock,57151,74.98,18793,24.66,275,0.36,38358,50.33,76219
Lynn,1617,61.48,1009,38.37,4,0.15,608,23.12,2630
McCulloch,2060,58.82,1433,40.92,9,0.26,627,17.90,3502
McLennan,42232,64.40,23206,35.39,140,0.21,19026,29.01,65578
McMullen,337,84.67,61,15.33,0,0.00,276,69.35,398
Madison,2158,60.74,1384,38.95,11,0.31,774,21.78,3553
Marion,2336,52.34,2111,47.30,16,0.36,225,5.04,4463
Martin,1218,70.00,512,29.43,10,0.57,706,40.57,1740
Mason,1168,67.01,570,32.70,5,0.29,598,34.31,1743
Matagorda,8452,61.72,5201,37.98,41,0.30,3251,23.74,13694
Maverick,1783,36.68,3063,63.01,15,0.31,-1280,-26.33,4861
Medina,5737,65.17,3053,34.68,13,0.15,2684,30.49,8803
Menard,725,64.44,394,35.02,6,0.53,331,29.42,1125
Midland,33706,82.13,7214,17.58,119,0.29,26492,64.55,41039
Milam,4384,53.86,3734,45.87,22,0.27,650,7.99,8140
Mills,1262,64.39,688,35.10,10,0.51,574,29.29,1960
Mitchell,2007,59.79,1332,39.68,18,0.54,675,20.11,3357
Montague,4406,62.67,2602,37.01,22,0.31,1804,25.66,7030
Montgomery,41230,75.39,13293,24.31,167,0.31,27937,51.08,54690
Moore,4649,80.21,1129,19.48,18,0.31,3520,60.73,5796
Morris,2778,48.51,2925,51.07,24,0.42,-147,-2.57,5727
Motley,533,65.08,282,34.43,4,0.49,251,30.65,819
Nacogdoches,13063,69.44,5694,30.27,55,0.29,7369,39.17,18812
Navarro,7816,57.86,5672,41.99,21,0.16,2144,15.87,13509
Newton,2123,39.03,3296,60.60,20,0.37,-1173,-21.57,5439
Nolan,3608,58.80,2524,41.13,4,0.07,1084,17.67,6136
Nueces,54333,53.68,46721,46.16,159,0.16,7612,7.52,101213
Ochiltree,3492,89.15,419,10.70,6,0.15,3073,78.45,3917
Oldham,762,76.97,226,22.83,2,0.20,536,54.14,990
Orange,15386,47.63,16816,52.06,101,0.31,-1430,-4.43,32303
Palo_Pinto,5701,62.81,3349,36.90,27,0.30,2352,25.91,9077
Panola,5676,63.88,3179,35.78,30,0.34,2497,28.10,8885
Parker,13647,69.07,6050,30.62,62,0.31,7597,38.45,19759
Parmer,2524,81.37,567,18.28,11,0.35,1957,63.09,3102
Pecos,3451,67.93,1596,31.42,33,0.65,1855,36.52,5080
Polk,5987,60.36,3898,39.30,33,0.33,2089,21.06,9918
Potter,20396,70.57,8365,28.94,141,0.49,12031,41.63,28902
Presidio,837,44.01,992,52.16,73,3.84,-155,-8.15,1902
Rains,1560,60.21,1027,39.64,4,0.15,533,20.57,2591
Randall,30249,83.08,6044,16.60,116,0.32,24205,66.48,36409
Reagan,1079,81.50,243,18.35,2,0.15,836,63.14,1324
Real,1004,73.34,360,26.30,5,0.37,644,47.04,1369
Red_River,2979,54.05,2518,45.68,15,0.27,461,8.36,5512
Reeves,2461,50.51,2396,49.18,15,0.31,65,1.33,4872
Refugio,2421,60.71,1559,39.09,8,0.20,862,21.61,3988
Roberts,539,83.57,106,16.43,0,0.00,433,67.13,645
Robertson,2663,44.27,3339,55.50,14,0.23,-676,-11.24,6016
Rockwall,6688,80.11,1639,19.63,22,0.26,5049,60.47,8349
Runnels,2968,71.06,1179,28.23,30,0.72,1789,42.83,4177
Rusk,11081,70.40,4599,29.22,61,0.39,6482,41.18,15741
Sabine,2045,51.21,1940,48.59,8,0.20,105,2.63,3993
San_Augustine,1937,54.89,1583,44.86,9,0.26,354,10.03,3529
San_Jacinto,3174,56.09,2466,43.58,19,0.34,708,12.51,5659
San_Patricio,11074,55.48,8838,44.27,50,0.25,2236,11.20,19962
San_Saba,1566,59.16,1070,40.42,11,0.42,496,18.74,2647
Schleicher,854,71.95,326,27.46,7,0.59,528,44.48,1187
Scurry,5028,75.85,1564,23.59,37,0.56,3464,52.26,6629
Shackelford,1181,73.63,415,25.87,8,0.50,766,47.76,1604
Shelby,4863,57.21,3610,42.47,28,0.33,1253,14.74,8501
Sherman,1269,83.27,246,16.14,9,0.59,1023,67.13,1524
Smith,40740,72.60,15227,27.13,152,0.27,25513,45.46,56119
Somervell,1422,69.00,635,30.81,4,0.19,787,38.19,2061
Starr,1658,24.70,5047,75.18,8,0.12,-3389,-50.48,6713
Stephens,2898,73.27,1046,26.45,11,0.28,1852,46.83,3955
Sterling,577,81.27,129,18.17,4,0.56,448,63.10,710
Stonewall,599,48.15,643,51.69,2,0.16,-44,-3.54,1244
Sutton,1251,72.69,465,27.02,5,0.29,786,45.67,1721
Swisher,1611,49.40,1642,50.35,8,0.25,-31,-0.95,3261
Tarrant,248050,67.25,120147,32.57,665,0.18,127903,34.68,368862
Taylor,34444,77.92,9628,21.78,130,0.29,24816,56.14,44202
Terrell,407,58.31,289,41.40,2,0.29,118,16.91,698
Terry,3181,67.34,1535,32.49,8,0.17,1646,34.84,4724
Throckmorton,586,59.86,388,39.63,5,0.51,198,20.22,979
Titus,5069,58.08,3631,41.61,27,0.31,1438,16.48,8727
Tom_Green,23847,72.46,8981,27.29,82,0.25,14866,45.17,32910
Travis,124944,56.84,94124,42.82,745,0.34,30820,14.02,219813
Trinity,2599,54.89,2115,44.67,21,0.44,484,10.22,4735
Tyler,3638,53.62,3119,45.97,28,0.41,519,7.65,6785
Upshur,7325,61.16,4614,38.53,37,0.31,2711,22.64,11976
Upton,1603,80.39,380,19.06,11,0.55,1223,61.33,1994
Uvalde,4790,65.73,2482,34.06,15,0.21,2308,31.67,7287
Val_Verde,5909,60.38,3857,39.41,21,0.21,2052,20.97,9787
Van_Zandt,8474,65.17,4506,34.65,23,0.18,3968,30.52,13003
Victoria,18787,72.41,7037,27.12,121,0.47,11750,45.29,25945
Walker,8809,67.24,4263,32.54,28,0.21,4546,34.70,13100
Waller,4116,51.69,3828,48.07,19,0.24,288,3.62,7963
Ward,3474,74.03,1188,25.31,31,0.66,2286,48.71,4693
Washington,6506,72.32,2483,27.60,7,0.08,4023,44.72,8996
Webb,8582,40.99,12308,58.79,46,0.22,-3726,-17.80,20936
Wharton,8495,62.54,5072,37.34,17,0.13,3423,25.20,13584
Wheeler,2251,73.51,805,26.29,6,0.20,1446,47.22,3062
Wichita,28932,64.18,16009,35.51,139,0.31,12923,28.67,45080
Wilbarger,3644,64.23,2011,35.45,18,0.32,1633,28.79,5673
Willacy,2340,43.41,3037,56.33,14,0.26,-697,-12.93,5391
Williamson,25774,72.03,9911,27.70,99,0.28,15863,44.33,35784
Wilson,4588,61.72,2829,38.05,17,0.23,1759,23.66,7434
Winkler,2213,74.41,752,25.29,9,0.30,1461,49.13,2974
Wise,6958,64.11,3856,35.53,39,0.36,3102,28.58,10853
Wood,7144,67.32,3449,32.50,19,0.18,3695,34.82,10612
Yoakum,2204,82.61,456,17.09,8,0.30,1748,65.52,2668
Young,5282,70.40,2203,29.36,18,0.24,3079,41.04,7503
Zapata,1214,43.34,1577,56.30,10,0.36,-363,-12.96,2801
Zavala,924,23.89,2937,75.93,7,0.18,-2013,-52.04,3868
Totals,3433428,63.61,1949276,36.11,14867,0.28,1484152,27.50,5397571
